Sum_aa1,Diag_aa1,FRSD_aa1,FROZEN_aa1
0.7802,0.8271,0.9259,0.5383
0.7853,0.8249,0.9246,0.533
0.7825,0.8265,0.9269,0.5319
0.7857,0.8186,0.9261,0.5224
0.7894,0.8207,0.9276,0.5176
0.7904,0.8146,0.9275,0.5346
0.7939,0.8175,0.9292,0.5544
0.7923,0.817,0.9291,0.5738
0.7994,0.8199,0.9313,0.5686
0.798,0.8198,0.9312,0.5667
0.801,0.8248,0.9325,0.5591
0.8058,0.8277,0.934,0.5496
0.8058,0.8328,0.9342,0.5393
0.8108,0.8358,0.9357,0.5451
0.8107,0.842,0.9355,0.5712
0.8162,0.8462,0.9359,0.5897
0.815,0.853,0.9363,0.5898
0.8238,0.8573,0.9376,0.582
0.8216,0.8643,0.9376,0.5772
0.8317,0.8684,0.9385,0.5742
0.827,0.8748,0.9385,0.5602
0.8355,0.8793,0.9396,0.574
0.8314,0.8847,0.94,0.5899
0.841,0.8884,0.9396,0.5864
0.8357,0.8927,0.94,0.6038
0.8425,0.8966,0.941,0.6058
0.8388,0.8993,0.9424,0.6051
0.8472,0.9024,0.9412,0.5909
0.8442,0.9054,0.9421,0.5844
0.8507,0.9075,0.9418,0.5787
0.8509,0.9096,0.9441,0.5862
0.8571,0.9106,0.9433,0.6139
0.8573,0.9118,0.9439,0.6243
0.8678,0.9125,0.9445,0.6133
0.8687,0.9149,0.9452,0.6115
0.8747,0.9162,0.9457,0.5999
0.8778,0.9181,0.946,0.5941
0.8815,0.9189,0.947,0.6006
0.8832,0.9197,0.9461,0.5979
0.8867,0.9199,0.9477,0.604
0.8889,0.9219,0.9481,0.6307
0.8911,0.9218,0.9486,0.6338
0.8922,0.9233,0.9482,0.6307
0.8955,0.924,0.9491,0.6291
0.8962,0.925,0.9492,0.627
0.8993,0.9255,0.9495,0.6107
0.8987,0.9264,0.9497,0.6196
0.902,0.9265,0.9503,0.6318
0.902,0.9277,0.9509,0.639
0.9058,0.9274,0.9503,0.6551
0.9056,0.9273,0.9511,0.6612
0.908,0.9274,0.9518,0.6519
0.9084,0.9274,0.9518,0.6479
0.9122,0.9277,0.9523,0.6289
0.9111,0.9276,0.9519,0.6248
0.9155,0.9283,0.953,0.6432
0.9146,0.9281,0.9521,0.6538
0.917,0.9283,0.9531,0.643
0.9159,0.9276,0.9532,0.6522
0.9182,0.9288,0.9535,0.6575
0.918,0.9286,0.9542,0.6522
0.9196,0.9292,0.954,0.6382
0.919,0.9298,0.954,0.6385
0.9207,0.9299,0.9548,0.6339
0.9205,0.9299,0.9544,0.6555
0.922,0.9301,0.9558,0.6628
0.9218,0.9304,0.9555,0.6585
0.9234,0.9303,0.9559,0.6723
0.9238,0.9305,0.9558,0.671
0.9249,0.9306,0.9563,0.6511
0.9245,0.9311,0.9564,0.657
0.9254,0.9316,0.9568,0.6703
0.926,0.932,0.9572,0.6629
0.9267,0.9326,0.9576,0.6722
0.9273,0.9331,0.9567,0.6764
0.928,0.9338,0.9583,0.6871
0.9277,0.934,0.9582,0.679
0.9287,0.9345,0.958,0.6823
0.9289,0.9354,0.9588,0.6807
0.9295,0.9358,0.9587,0.6764
0.9297,0.9359,0.9588,0.6732
0.9303,0.9367,0.9587,0.6822
0.9304,0.937,0.9597,0.6803
0.9307,0.9377,0.9591,0.7028
0.9314,0.9378,0.9589,0.6885
0.9312,0.9386,0.9596,0.6803
0.932,0.9389,0.9595,0.6724
0.9322,0.9391,0.9591,0.6837
0.9329,0.9393,0.9592,0.6823
0.9326,0.94,0.9599,0.6843
0.933,0.94,0.9598,0.6785
0.9334,0.9405,0.9595,0.694
0.9335,0.9411,0.96,0.6931
0.9334,0.9418,0.9603,0.6951
0.9336,0.9425,0.9607,0.6769
0.9337,0.9424,0.9608,0.6861
0.9344,0.9425,0.9606,0.6818
0.9346,0.9431,0.9609,0.6869
0.9346,0.9432,0.9615,0.6842
0.9352,0.9436,0.9615,0.691
0.9355,0.9436,0.9622,0.689
0.9358,0.944,0.9614,0.7003
0.9361,0.9442,0.9618,0.6877
0.9366,0.9444,0.9612,0.6848
0.937,0.9449,0.9626,0.6857
0.9373,0.945,0.9621,0.6945
0.9375,0.9451,0.9627,0.6894
0.9377,0.945,0.9623,0.7039
0.9383,0.9454,0.9627,0.6953
0.9388,0.9459,0.9632,0.6963
0.939,0.946,0.9626,0.6969
0.9396,0.9465,0.9628,0.7011
0.939,0.9465,0.9633,0.6847
0.9399,0.947,0.9632,0.698
0.9395,0.9468,0.9633,0.6903
0.9403,0.9469,0.9637,0.697
0.9408,0.9469,0.9638,0.707
0.9408,0.9473,0.9645,0.7121
0.941,0.9473,0.9635,0.6999
0.9415,0.9475,0.9644,0.7042
0.9418,0.9477,0.9638,0.7023
0.9423,0.9479,0.9644,0.6978
0.9428,0.9479,0.9649,0.6894
0.9429,0.9479,0.9644,0.6988
0.9428,0.948,0.9648,0.7025
0.943,0.9484,0.9647,0.7159
0.9439,0.9484,0.9649,0.7108
0.9437,0.9481,0.964,0.703
0.9442,0.9485,0.9641,0.6917
0.9439,0.9478,0.9643,0.7029
0.944,0.9487,0.9655,0.6982
0.9441,0.9482,0.9653,0.7107
0.9449,0.949,0.9649,0.7122
0.9447,0.9481,0.9657,0.7084
0.9453,0.9489,0.966,0.7074
0.945,0.9481,0.9652,0.7118
0.9453,0.9489,0.9662,0.7075
0.9451,0.9482,0.9659,0.7085
0.9457,0.9486,0.9667,0.7145
0.9456,0.9481,0.9659,0.702
0.9459,0.9483,0.9663,0.7048
0.946,0.9481,0.9663,0.7159
0.9459,0.948,0.9661,0.7178
0.9458,0.9478,0.9667,0.7177
0.9462,0.9478,0.9669,0.7181
0.9461,0.9479,0.9671,0.7141
0.9464,0.9477,0.9672,0.7069
0.9467,0.9471,0.967,0.7148
0.9463,0.9484,0.9685,0.7161
0.9467,0.9478,0.9674,0.7196
0.9465,0.9481,0.9679,0.7226
0.9472,0.9483,0.9676,0.7178
0.9471,0.9485,0.968,0.7125
0.9472,0.9487,0.9675,0.7153
0.9472,0.949,0.9683,0.7133
0.9475,0.9492,0.968,0.7145
0.9474,0.9499,0.9682,0.7183
0.9469,0.9496,0.9688,0.7186
0.9472,0.9498,0.9691,0.7148
0.9469,0.9499,0.9686,0.7171
0.9476,0.9503,0.969,0.7205
0.9472,0.9506,0.9686,0.7211
0.9474,0.9511,0.9695,0.7167
0.9474,0.9517,0.969,0.7119
0.9472,0.9517,0.9696,0.7063
0.9475,0.9519,0.9684,0.7173
0.9473,0.952,0.9691,0.7232
0.9473,0.9522,0.97,0.7211
0.9471,0.9523,0.969,0.717
0.9475,0.9525,0.9695,0.7174
0.9475,0.9524,0.97,0.7178
0.9475,0.9529,0.9694,0.7227
0.9476,0.9528,0.97,0.7202
0.9482,0.953,0.9694,0.7244
0.9479,0.9532,0.9689,0.7233
0.9483,0.9535,0.9695,0.7252
0.9487,0.9536,0.9691,0.7172
0.9487,0.954,0.9692,0.719
0.9491,0.9538,0.9686,0.7213
0.9491,0.9535,0.9688,0.7239
0.9492,0.9535,0.9693,0.7178
0.9493,0.9539,0.9688,0.7235
0.9497,0.9539,0.9693,0.7203
0.9495,0.9538,0.9696,0.7187
0.95,0.954,0.9691,0.7185
0.9503,0.9541,0.9703,0.7264
0.9505,0.9539,0.9702,0.7214
0.9507,0.9541,0.9701,0.7156
0.9508,0.9542,0.9698,0.7168
0.9511,0.9543,0.9705,0.7151
0.9513,0.9542,0.9699,0.7136
0.9514,0.9542,0.9709,0.7218
0.9516,0.9543,0.9708,0.724
0.9517,0.9547,0.9709,0.7214
0.9518,0.9546,0.9713,0.7164
0.9516,0.9544,0.971,0.71
0.9518,0.9545,0.9712,0.7107
0.9519,0.9549,0.9714,0.7195
0.9519,0.9545,0.9716,0.7187
0.9525,0.9547,0.9707,0.7208
0.952,0.9547,0.9712,0.7195
0.9523,0.9546,0.9719,0.7114
0.9526,0.9544,0.9719,0.707
0.9526,0.9543,0.9715,0.7155
0.9529,0.9546,0.9715,0.7154
0.9526,0.9548,0.9724,0.7236
0.9531,0.9546,0.9722,0.7148
0.9531,0.9544,0.9717,0.7078
0.9535,0.9543,0.9721,0.7095
0.9536,0.9545,0.9723,0.7167
0.9536,0.9543,0.9723,0.7099
0.9537,0.9543,0.9726,0.7123
0.9537,0.9538,0.9719,0.71
0.9539,0.9544,0.9718,0.7127
0.9547,0.9541,0.972,0.7093
0.9545,0.9545,0.9728,0.7039
0.9549,0.9537,0.9727,0.7044
0.9547,0.9541,0.9727,0.7108
0.9551,0.9534,0.9731,0.7042
0.9557,0.9538,0.9727,0.7059
0.9556,0.9536,0.9728,0.7045
0.9555,0.9541,0.9725,0.7048
0.956,0.9542,0.9728,0.7101
0.9554,0.955,0.9723,0.7075
0.9557,0.9549,0.9724,0.6987
0.9555,0.9553,0.9731,0.6983
0.956,0.9548,0.9731,0.7034
0.9561,0.9559,0.9729,0.7029
0.9562,0.9554,0.9727,0.7029
0.9562,0.9557,0.9732,0.7017
0.9564,0.9555,0.9727,0.7022
0.9561,0.9558,0.9731,0.7037
0.9565,0.9559,0.9727,0.6971
0.9563,0.956,0.9725,0.6997
0.9561,0.9563,0.9736,0.6995
0.9569,0.9562,0.9731,0.7027
0.9569,0.9569,0.9731,0.6968
0.9568,0.957,0.9731,0.7072
0.957,0.9572,0.9727,0.6999
0.9571,0.9576,0.9733,0.7027
0.9573,0.9576,0.9719,0.6956
0.9574,0.9574,0.9734,0.6994
0.9573,0.9574,0.9726,0.6981
0.9579,0.9574,0.9729,0.7061
0.9578,0.958,0.9729,0.7015
0.958,0.9579,0.9731,0.705
0.9581,0.9581,0.9728,0.6968
0.9582,0.9576,0.973,0.6998
0.9582,0.9579,0.9728,0.6959
0.958,0.0,0.0,0.0
