Sum_aa1,Diag_aa1,FRSD_aa1,FROZEN_aa1
0.6403,0.6175,0.6784,0.1585
0.6415,0.6179,0.679,0.1625
0.6417,0.6183,0.6773,0.1557
0.6426,0.6184,0.6799,0.1691
0.6422,0.619,0.679,0.1611
0.6424,0.6194,0.6787,0.1643
0.642,0.6194,0.6803,0.1612
0.642,0.6193,0.6801,0.1694
0.6421,0.6206,0.6801,0.1607
0.6424,0.6202,0.6811,0.1663
0.6427,0.6207,0.6811,0.1568
0.6445,0.6207,0.6802,0.1671
0.6439,0.6215,0.6804,0.1611
0.6444,0.6217,0.6805,0.1678
0.6441,0.6215,0.6803,0.1609
0.6445,0.6223,0.6813,0.1688
0.6449,0.6236,0.6813,0.1616
0.6446,0.0,0.0,0.0
