Sum_aa1,Diag_aa1,FRSD_aa1,FROZEN_aa1
0.9386,0.9373,0.9528,0.6884
0.9381,0.9379,0.9536,0.6867
0.939,0.9379,0.9539,0.6855
0.9387,0.9378,0.954,0.6821
0.9392,0.9382,0.9536,0.6849
0.9392,0.9384,0.9545,0.6823
0.94,0.9389,0.9543,0.6864
0.9403,0.9397,0.9547,0.6896
0.9404,0.9394,0.9552,0.6916
0.9408,0.9398,0.9552,0.688
0.9413,0.9398,0.9551,0.6885
0.9412,0.9401,0.9556,0.6886
0.9412,0.9402,0.9558,0.6882
0.9417,0.9408,0.9556,0.6862
0.9419,0.9412,0.9562,0.6872
0.9423,0.9416,0.9561,0.6894
0.9421,0.9419,0.956,0.6899
0.9431,0.9421,0.9561,0.6897
0.9424,0.9422,0.9568,0.6931
0.9429,0.9425,0.956,0.6918
0.9427,0.9431,0.9565,0.6915
0.9429,0.9427,0.9566,0.69
0.9427,0.9434,0.957,0.6904
0.9428,0.9434,0.9573,0.6901
0.9434,0.9438,0.9576,0.6901
0.9432,0.944,0.9572,0.6927
0.9432,0.9445,0.9581,0.6923
0.9431,0.9445,0.9574,0.6926
0.943,0.9449,0.9581,0.6925
0.9431,0.9445,0.9585,0.6908
0.9437,0.9452,0.9588,0.6921
0.9432,0.9451,0.9586,0.691
0.9439,0.9456,0.9588,0.691
0.944,0.9452,0.9588,0.6905
0.9442,0.9454,0.9585,0.6911
0.944,0.9454,0.9594,0.6915
0.9441,0.945,0.959,0.6927
0.9445,0.9454,0.9595,0.6919
0.9445,0.9456,0.9593,0.6944
0.9445,0.9457,0.9599,0.6913
0.9448,0.9451,0.959,0.6925
0.9449,0.946,0.9599,0.6925
0.9451,0.9449,0.9601,0.695
0.9454,0.9458,0.9597,0.6927
0.9459,0.9452,0.9598,0.6968
0.9458,0.9461,0.9604,0.6935
0.9465,0.9448,0.9601,0.6944
0.9464,0.946,0.9607,0.6942
0.9468,0.9455,0.9606,0.6949
0.947,0.9459,0.9621,0.6946
0.9471,0.9453,0.9608,0.6968
0.9476,0.946,0.9614,0.6971
0.948,0.9454,0.9618,0.6993
0.9477,0.9463,0.9621,0.6969
0.9482,0.9456,0.9614,0.697
0.9482,0.9464,0.9618,0.6965
0.9486,0.0,0.0,0.0
