Epoch,Train_Loss,Train_Accuracy,Test_Loss,Test_Accuracy
91,0.46174600529853643,83.998,0.44407347321510315,84.6
92,0.4627098494859608,84.124,0.4424606604874134,84.69
93,0.45929043196961095,84.176,0.446379588842392,84.6
94,0.45921839266786796,84.23,0.4429145774245262,84.87
95,0.46119360027410794,83.964,0.442744018137455,84.68
96,0.46250079370215724,84.046,0.446111615896225,84.5
97,0.4621597092474818,84.056,0.44432653084397317,84.64
98,0.4653479142871964,83.976,0.4418132194876671,84.59
99,0.46115666967066354,84.034,0.44697885900735856,84.61
100,0.46033403818564644,84.128,0.4450753329694271,84.7
